ANNOSCOLASTICO,AREAGEOGRAFICA,REGIONE,PROVINCIA,CODICEISTITUTORIFERIMENTO,DENOMINAZIONEISTITUTORIFERIMENTO,CODICESCUOLA,DENOMINAZIONESCUOLA,INDIRIZZOSCUOLA,CAPSCUOLA,CODICECOMUNESCUOLA,DESCRIZIONECOMUNE,DESCRIZIONECARATTERISTICASCUOLA,DESCRIZIONETIPOLOGIAGRADOISTRUZIONESCUOLA,INDICAZIONESEDEDIRETTIVO,INDICAZIONESEDEOMNICOMPRENSIVO,INDIRIZZOEMAILSCUOLA,INDIRIZZOPECSCUOLA,SITOWEBSCUOLA
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC85800A,"""TRENTO 6""",TNIC85800A,"""TRENTO 6""","CORSO BUONARROTI, 50",38122,L378,TRENTO,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,segr.ic.tn6@scuole.provincia.tn.it,ic.trento6@pec.provincia.tn.it,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC814001,SIMON YBERTRACHER,TBIC814001,SIMON YBERTRACHER,VIA        DEI CAMPI           3,39025,F849,NATURNO * NATURNS,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,ssp.naturns@schule.suedtirol.it,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNTD100001,"""CARLO ANTONIO PILATI"" - CLES",TNTD10050A,"""CARLO ANTONIO PILATI"" - CLES - SERALE",Non Disponibile,38023,C794,CLES,PERCORSO II LIVELLO,IST TEC COMMERCIALE E PER GEOMETRI,NO,Non Disponibile,dirigente@istitutopilati.it,Non Disponibile,www.istitutopilati.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,LBIC80100E,I.C.D.LOC.LADINE - SELVA,LBEE80102N,S.CRISTINA VG. / ST.CHRISTINA G,VIA CHEMUN 36,39047,I173,SANTA CRISTINA VALGARDENA * ST,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBEE042007,VARNA/VAHRN,TBEE04205C,MEZZASELVA/MITTEWALD,Non Disponibile,39040,D731,FORTEZZA * FRANZENSFESTE,DI MONTAGNA,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC84400C,"""VALLE DEI LAGHI-DRO""",TNIC84400C,"""VALLE DEI LAGHI-DRO""","PIAZZA PERLI, 3",38070,M362,VALLELAGHI,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,segr.ic.valledeilaghi@scuole.provincia.tn.it,ic.valledeilaghi@pec.provincia.tn.it,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC820008,ISC RABER VIPITENO III,TBEE82005E,MULES/MAULS,Non Disponibile,39040,B529,CAMPO DI TRENS * FREIENFELD,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,IBIC81800L,BOLZANO V - GRIES 1,IBMM81801N,ARCHIMEDE,VIA        DUCA D'AOSTA        46,39100,A952,BOLZANO * BOZEN,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBEE01600P,DOBBIACO/TOBLACH,TBEE01602R,SANTA MARIA/AUFKIRCHEN,Non Disponibile,39034,D311,DOBBIACO * TOBLACH,DI MONTAGNA,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP009000,Grand Combin,AO1A009010,infanzia Doues,"Loc. La Cretaz, 28",11010,D356,DOUES,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,is-gcombin@regione.vda.it,Non Disponibile,https://grandcombin.iswebcloud.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC85700E,"""TRENTO 4""",TNEE85703P,"TN-OSP.LE INF.""SANTA CHIARA""",LARGO MEDAGLIE D'ORO 9,38123,L378,TRENTO,C/O IST. OSPEDALIERO,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.ictrento4.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC85100G,"""TRENTO 7""",TNMM85101L,"TRENTO - GARDOLO ""PEDROLLI""","VIA 4 NOVEMBRE, 35/1",38121,L378,TRENTO,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.trento7.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIS009009,"""DON LORENZO MILANI"" ROVERETO",TNCT70100B,EDUCAZIONE ADULTI I CICLO ROVERETO,VIA BALISTA,38068,H612,ROVERETO,NORMALE,CENTRO TERRITORIALE,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC81500C,"""PERGINE 2""",TNEE81501E,"PERGINE ""GIOVANNI RODARI""","VIA G.B.CHIMELLI, 10",38057,G452,PERGINE VALSUGANA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.icpergine2.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC82800V,DR. JOSEF ROED,TBEE828033,VILLA OTTONE/UTTENHEIM,Non Disponibile,39030,D860,GAIS * GAIS,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC82900A,"""BASSA ANAUNIA-TUENNO""",TNEE82908Q,VILLE D'ANAUNIA - TASSULLO,"PIAZZA PILATI, 9",38010,M363,VILLE D'ANAUNIA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.icbassaanaunia.it
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOPS02000L,"Istituzione scolastica di istruzione liceale, tecnica e professionale",AORR01001B,"Istituzione scolastica di istruzione liceale, tecnica e professionale - tecnico del settore economico e tecnologico (Amministrazione Finanza Marketing)","Via Frère Gilles, 33",11029,C282,VERRE'S,NORMALE,IST PROF REGIONALI,NO,Non Disponibile,is-iltpverres@regione.vda.it,Non Disponibile,www.isiltp.it
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP013000,Abbé Prosper Duc,AO1M013010,secondaria di primo grado Châtillon,"Via Plantin, 1",11024,C294,CHATILLON,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,is-apduc@regione.vda.it,Non Disponibile,www.prosperduc.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIS00300A,"""MARTINO MARTINI"" MEZZOLOMBARDO",TNIS00300A,"""MARTINO MARTINI"" MEZZOLOMBARDO","VIA PERLASCA, 4",38017,F187,MEZZOLOMBARDO,NORMALE,ISTITUTO SUPERIORE,SI,Non Disponibile,segr.martini.mezzolombardo@scuole.provincia.tn.it,martini@pec.provincia.tn.it,Non Disponibile
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP012000,Mont Emilius 3,AOIP012000,Mont Emilius 3,"Fraz. Pont Suaz, 19",11020,C598,CHARVENSOD,NORMALE,Non Disponibile,ND,Non Disponibile,is-memilius3@regione.vda.it,is-memilius3@pec.regione.vda.it,https://www.montemilius3.it/
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC83400T,"""VAL RENDENA""",TNMM834031,MADONNA DI CAMPIGLIO,"VIALE DOLOMITI DI BRENTA, 81",38086,G681,PINZOLO,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,icvalrendena.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC833002,"""BASSA VAL DI SOLE """,TNEE833014,CALDES,"VIA ROMA, 72",38022,B400,CALDES,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.icbassavaldisole.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBEE00800Q,GSP BRUNECK / CSP PRIMARIA BRUNICO,TBEE00803V,"STEGEN ""G.KANEIDER""",Non Disponibile,39031,B220,BRUNICO * BRUNECK,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC810009,"""PRIMIERO""",TNEE81001B,"CANAL S.BOVO ""FEDERICO LOSS""","VIA ROMA, 45",38050,B577,CANAL SAN BOVO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.scuoleprimiero.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBEE100002,LANA/LANA,TBEE100046,SCUOLA PRIMARIA LANA LANEGG,ST. MARGARETENWEG 1,39011,E434,LANA * LANA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC85800A,"""TRENTO 6""",TNEE85801C,"TRENTO ""BEATO S.BELLESINI""","VIA A.STOPPANI, 3",38100,L378,TRENTO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.istitutocomprensivotrento6.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBMM00700V,OSWALD VON WOLKENSTEIN,TBMM00700V,OSWALD VON WOLKENSTEIN,VIA        DANTE               39,39042,B160,BRESSANONE * BRIXEN,NORMALE,SCUOLA PRIMO GRADO,SI,Non Disponibile,ms.bx-wolkenstein@schule.suedtirol.it,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,IBIC81100T,BOLZANO VI - VIA ROVIGO,IBMM81101V,UGO FOSCOLO,VIA        NOVACELLA           7,39100,A952,BOLZANO * BOZEN,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC834006,TSCHOEGGLBERG,TBEE83404B,"MOELTEN ""JOHANNES GREIF""",Non Disponibile,39010,F118,MELTINA * MOELTEN,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC81000N,MICHAEL PACHER,TBMM81001P,MICHAEL PACHER/BRIXEN/MILLAND,"VIA MARIA-MONTESSORI, 2",39042,B160,BRESSANONE * BRIXEN,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,IBIC81700R,BOLZANO I - CENTRO STORICO,IBEE817053,OSPEDALE,VIA BOEHLER 5,39100,A952,BOLZANO * BOZEN,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC81800X,"""LEVICO TERME""",TNEE818045,TENNA,"VIA ALBERE', 2",38050,L096,TENNA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,http://www.iclevico.eu
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,IBIC81900C,LAIVES,IBEE81903L,VADENA CAP.,Non Disponibile,39051,L527,VADENA * PFATTEN,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,IBIC80300V,BOLZANO IV - OLTRISARCO,IBMM80301X,ENRICO FERMI,VIA CASTEL FLAVON  16,39100,A952,BOLZANO * BOZEN,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AORR01000A,"Istituto tecnico e professionale regionale ""Corrado Gex""",AORR01000A,"Istituto tecnico e professionale regionale ""Corrado Gex""","Viale F. Chabod, 6",11100,A326,AOSTA,NORMALE,IST PROF REGIONALI,ND,Non Disponibile,is-ipraosta@regione.vda.it,is-ipraosta@pec.regione.vda.it,http://www.itpr.vda.it/
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC85200B,"""TRENTO 5""",TNMM85201C,"TRENTO ""GIACOMO BRESADOLA""","VIA TORRIONE, 2",38122,L378,TRENTO,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.istitutotrento5.tn.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC841001,"""RIVA 1""",TNEE841013,"RIVA ""NINO PERNICI""","VIA NINO PERNICI, 21",38066,H330,RIVA DEL GARDA,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.riva1.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC83000V,MALLES - MALS,TBEE830022,BURGUSIO/BURGEIS,Non Disponibile,39024,E862,MALLES VENOSTA * MALS,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBEE014003,CHIUSA I/KLAUSEN I,TBEE014014,CHIUSA/KLAUSEN,VIA ROMA 1/A,39043,C652,CHIUSA * KLAUSEN,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC81300R,"""CENTRO VALSUGANA""",TNEE813086,RONCEGNO - MARTER,"VIA DELLA CHIESA, 14",38050,H528,RONCEGNO TERME,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.iccentrovalsugana.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC80100V,VAL DI NON,TBEE801044,SENALE/UNSERE LIEBE FRAU I.W.,Non Disponibile,39010,I603,SENALE-SAN FELICE * UNSERE LIE,DI MONTAGNA,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC826007,JOSEF MAYR-NUSSER,TBMM826018,JOSEF MAYR-NUSSER,VIA        DELLA CHIESA        8,39030,L660,VANDOIES * VINTL,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP013000,Abbé Prosper Duc,AO1A013010,infanzia Chambave,"Via Arberaz, 3",11023,C595,CHAMBAVE,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,is-apduc@regione.vda.it,Non Disponibile,www.prosperduc.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIS00700N,"""LORENZO GUETTI"" - TIONE DI TRENTO",TNCT711002,EDUCAZIONE ADULTI I CICLO TIONE,"VIA DURONE, 53",38079,L174,TIONE DI TRENTO,NORMALE,CENTRO TERRITORIALE,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP018000,ELIO REINOTTI,AO1E018080,primaria Pont-Saint-Martin Fraz. Prati Nuovi,"Via Caduti del Lavoro, 21",11026,G854,PONT-SAINT-MARTIN,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,is-ereinotti@regione.vda.it,Non Disponibile,www.elioreinotti.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC84800Q,"""ALA""",TNMM84801R,"ALA ""CESARE BATTISTI""","VIA DON ANZELINI, 2",38061,A116,ALA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.istitutocomprensivoala.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC82600V,"""TAIO""",TNMM82601X,"PREDAIA - TAIO ""BARBACOVI""","VIA HEROLDSBERG, 3",38012,M344,PREDAIA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.ictaio.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC82300B,"""MEZZOCORONA""",TNEE82302E,"SAN MICHELE A/A ""F. BIASI""","VIA F. BIASI, 1",38010,I042,SAN MICHELE ALL'ADIGE,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.icmezzocorona.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIS00100P,"""LA ROSA BIANCA-WEISSE ROSE"" - CAVALESE",TNTD001509,LA ROSA BIANCA-WEISSE ROSE  SERALE,Non Disponibile,38037,H018,PREDAZZO,PERCORSO II LIVELLO,ISTITUTO TECNICO COMMERCIALE,NO,Non Disponibile,segr.iicavalese@scuole.provincia.tn.it,Non Disponibile,scuolefiemme.tn.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC83700N,LAIVES/LEIFERS,TBEE83702R,SAN GIACOMO/SANKT JAKOB,VIA SAN GIACOMO 80,39050,E421,LAIVES * LEIFERS,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC808009,PREDAZZO-TESERO-PANCHIA'-ZIANO,TNIC808009,PREDAZZO-TESERO-PANCHIA'-ZIANO,"CORSO DEGASPERI, 8",38037,H018,PREDAZZO,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,segr.ic.predazzo@scuole.provincia.tn.it,ic.predazzo@pec.provincia.tn.it,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC813005,JOHANN BAPTIST MURR,TBEE813039,TANAS/TANAS,Non Disponibile,39020,E457,LASA * LAAS,DI MONTAGNA,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC84500L,MERAN-STADT/MERANO-CITTA',TBEE84504T,SC PRIMARIA TAPPEINER,VIA GALILEO-GALILEI 47,39012,F132,MERANO * MERAN,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC80100E,"""STRIGNO E TESINO""",TNEE80106T,CASTEL IVANO - STRIGNO,"PIAZZA IV NOVEMBRE, 12/A",38059,M354,CASTEL IVANO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.icstrignoetesino.it
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP016000,Ottavio Jacquemet,AO1A016010,infanzia Arnad,"Località Closé, 32",11020,A424,ARNAD,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,is-ojacquemet@regione.vda.it,Non Disponibile,www.ottaviojacquemet.it
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP011000,Mont Emilius 2,AO1A011030,infanzia Brissogne,"Loc. Moulin, 124",11020,B192,BRISSOGNE,NORMALE,SCUOLA INFANZIA,NO,Non Disponibile,is-memilius2@regione.vda.it,Non Disponibile,montemilius2.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC84200R,"""RIVA 2""",TNMM84201T,"RIVA DEL GARDA ""SCIPIO SIGHELE""","PIAZZA MARIA CONTINI, 8",38066,H330,RIVA DEL GARDA,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,httpwwwriva2.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC82200G,"""CEMBRA""",TNEE82203Q,GIOVO - VERLA,"VIA GREC, 2",38030,E048,GIOVO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.iccembra.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNSD010009,"""GIUSEPPE SORAPERRA""",TNSD010009,"""GIUSEPPE SORAPERRA""","STRADA DOLOMITES, 6",38036,M390,SAN GIOVANNI DI FASSA - SEN JA,NORMALE,ISTITUTO D'ARTE,NO,TNIC85000Q,segr.scuolaladinadifassa@scuole.provincia.tn.it,scuolaladinadifassa@pec.provincia.tn.it,www.scuoladifassa.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,IBIC80400P,BOLZANO - EUROPA 1,IBIC80400P,BOLZANO - EUROPA 1,VIA PALERMO  87,39100,A952,BOLZANO * BOZEN,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,spc.bolzanoeuropa1@scuola.alto-adige.it,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC832006,"""ALTA VAL DI SOLE""",TNEE83205C,PELLIZZANO,"VIA DEI BASCHENIS, 7",38020,G428,PELLIZZANO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.icaltavaldisole.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC85600P,"""TRENTO 3""",TNEE85602T,"TRENTO ""DE GASPARI""","VIA R.ZANDONAI, 4",38100,L378,TRENTO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.ictrento3.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC819004,SLUDERNO/SCHLUDERNS,TBEE819027,GLORENZA/GLURNS,Non Disponibile,39020,E069,GLORENZA * GLURNS,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC84400C,"""VALLE DEI LAGHI-DRO""",TNEE84406Q,CAVEDINE,"VIA DON LUIGI NEGRI, 32",38073,C393,CAVEDINE,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.istitutocomprensivovalledeilaghi.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC81800X,"""LEVICO TERME""",TNIC81800X,"""LEVICO TERME""","VIA DELLA PACE, 5",38056,E565,LEVICO TERME,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,segr.ic.levico@scuole.provincia.tn.it,ic.levicoterme@pec.provincia.tn.it,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,IBIC807006,VIPITENO,IBEE80703A,BRENNERO COLLE ISARCO,Non Disponibile,39041,B145,BRENNERO * BRENNER,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOTD010005,"Istituzione scolastica di istruzione tecnica e professionale ""I. Manzetti""",AORA01001X,PROFESSIONALE GESTIONE DELLE ACQUE RISANAMENTO AMBIENTALE,Via Festaz 27/A,11100,A326,AOSTA,Non Disponibile,IST PROF PER L'AGRICOLTURA E L'AMBIENTE,NO,Non Disponibile,is-imanzetti@regione.vda.it,Non Disponibile,www.imanzetti.scuole.vda.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC837009,"""GIUDICARIE ESTERIORI""",TNEE83705G,SAN LORENZO DORSINO,"VIA DI SAN LORENZO,14",38078,M345,SAN LORENZO DORSINO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.giudicariescuola.it
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC82800E,"""FONDO-REVO'""",TNEE82807V,SARNONICO,"VIA A.MANZONI, 7",38010,I439,SARNONICO,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.icfondorevo.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC841009,UNTERMAIS/MAIA BASSA,TBMM84101A,PETER ROSEGGER MERAN UNTERMAIS,PIAZZA     DELLA RENA          16,39012,F132,MERANO * MERAN,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD OVEST,VALLE D' AOSTA,AOSTA,AOIP014000,Abbé J.M.Trèves,AO1M014020,secondaria di primo grado Valtournenche,"Fraz. Cretaz, 67",11028,L654,VALTOURNENCHE,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,is-ajmtreves@regione.vda.it,Non Disponibile,www.abbetreves.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBEE00200R,BOLZANO I/BOZEN I,TBEE00200R,BOLZANO I/BOZEN I,PIAZZA MADONNA 1,39100,A952,BOLZANO * BOZEN,NORMALE,SCUOLA PRIMARIA,SI,Non Disponibile,gsd.bozen1@schule.suedtirol.it,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC805006,JOSEF VON AUFSCHNAITER,TBMM805017,JOSEF VON AUFSCHNAITER,VIA        LEONARDO DA VINCI   13,39100,A952,BOLZANO * BOZEN,NORMALE,SCUOLA PRIMO GRADO,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC81400L,"""PERGINE 1""",TNEE81406X,SANT'ORSOLA,"LOC. PINTAREI, 61",38050,I354,SANT'ORSOLA TERME,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.icpergine1.it
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC81700C,PRATO ALLO STELVIO/PRAD A.STJ.,TBIC81700C,PRATO ALLO STELVIO/PRAD A.STJ.,VIA NUOVA 36,39026,H004,PRATO ALLO STELVIO * PRAD AM S,NORMALE,ISTITUTO COMPRENSIVO,SI,Non Disponibile,ssp.prad@schule.suedtirol.it,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBEE001001,APPIANO/EPPAN,TBEE001001,APPIANO/EPPAN,VIA HANS WEBER TYROL 1,39057,A332,APPIANO SULLA STRADA DEL VINO,NORMALE,SCUOLA PRIMARIA,SI,Non Disponibile,gsp.eppan@schule.suedtirol.it,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,BOLZANO,TBIC80200P,FRANZ POEDER,TBEE802051,PLAUS/PLAUS,Non Disponibile,39025,G299,PLAUS * PLAUS,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,Non Disponibile
202324,NORD EST,TRENTINO-ALTO ADIGE,TRENTO,TNIC824007,"""MEZZOLOMBARDO-PAGANELLA""",TNEE82403B,TERRE D'ADIGE - NAVE SAN ROCCO,"VIA SAN ROCCO, 15",38015,M407,TERRE D'ADIGE,NORMALE,SCUOLA PRIMARIA,NO,Non Disponibile,Non Disponibile,Non Disponibile,www.icmezzolombardopaganella.it
